Answer.age	Answer.gender	Answer.language	Answer.time_in_minutes	competitor	competitor_r	distractor_r	distractor1	distractor2	img1	img2	img3	imptype	msg1	msg2	msg3	msg4	pos_competitor	pos_distractor1	pos_distractor2	pos_target	pos1	pos2	pos3	pos4	response	rpos1	rpos2	rpos3	rt	target	trial	trialtype	trigger_r	workerid	logrt	half	third	redimptype	redresponse
25	female	English	4.07365	s2	{us: usx, uv: uv2}	{us: us1, uv: uv1}	v1	s1	s2_v2	target_sx_v2	s1_v1	simple_c	v2	s2	v1	s1	2	3	4	1	target	competitor	distractor1	distractor2	distractor1	target	competitor	distractor	11128	v2	0	filler	{us: us2, uv: uv2}	1	9.31721973360328	1	1	unambiguous	distractor
25	female	English	4.07365	s1	{us: us2, uv: uv1}	{us: us2, uv: uv1}	v1	s2	s2_v1	target_sx_v2	s2_v1	unambiguous	s2	s1	v1	v2	2	3	1	4	distractor2	competitor	distractor1	target	target	competitor	target	distractor	4762	v2	1	filler	{us: usx, uv: uv2}	1	8.46842302704681	1	1	unambiguous	target
25	female	English	4.07365	s1	{us: us1, uv: uvx}	{us: us2, uv: uv2}	s2	v2	s2_v2	s1_vx	target_s1_v1	simple	v2	s2	v1	s1	4	2	1	3	distractor2	distractor1	target	competitor	target	distractor	competitor	target	1666	v1	2	target	{us: us1, uv: uv1}	1	7.41818082272679	1	1	simple	target
25	female	English	4.07365	s2	{us: usx, uv: uv2}	{us: us1, uv: uvx}	s1	v2	s1_vx	target_s2_v1	sx_v2	ambiguous	v1	s2	v2	s1	2	4	3	1	target	competitor	distractor2	distractor1	target	distractor	target	competitor	1263	v1	3	filler	{us: us2, uv: uv1}	1	7.14124512235049	1	1	ambiguous	target
25	female	English	4.07365	v2	{us: us1, uv: uv1}	{us: usx, uv: uv1}	s1	v1	s1_v1	target_s2_vx	sx_v1	unambiguous	v1	s2	s1	v2	4	3	1	2	distractor2	target	distractor1	competitor	target	competitor	target	distractor	1764	s2	4	filler	{us: us2, uv: uvx}	1	7.47533923656674	1	1	unambiguous	target
25	female	English	4.07365	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	s2_v1	target_s2_vx	complex_d	s2	v2	v1	s1	3	4	2	1	target	distractor2	competitor	distractor1	target	competitor	target	distractor	1085	s2	5	filler	{us: us2, uv: uv1}	1	6.98933526597456	1	1	unambiguous	target
25	female	English	4.07365	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	target_sx_v2	s2_v2	complex_d	v2	v1	s1	s2	4	2	3	1	target	distractor1	distractor2	competitor	target	competitor	distractor	target	1842	v2	6	filler	{us: us2, uv: uv2}	1	7.51860721681525	1	1	unambiguous	target
25	female	English	4.07365	v2	{us: us2, uv: uv2}	{us: us1, uv: uvx}	s2	v1	s1_v2	target_s1_vx	s2_v2	complex_d	s2	v2	v1	s1	2	1	3	4	distractor1	competitor	distractor2	target	target	target	distractor	competitor	9983	s1	7	filler	{us: us1, uv: uv2}	1	9.20863892533642	1	1	unambiguous	target
25	female	English	4.07365	v2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	sx_v2	target_s2_v2	complex	s1	v2	s2	v1	2	4	1	3	distractor2	competitor	target	distractor1	target	competitor	distractor	target	4091	s2	8	target	{us: us2, uv: uv2}	1	8.3165447179294	1	1	complex	target
25	female	English	4.07365	s1	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	target_sx_v2	s1_v2	s1_v1	complex_d	v2	s2	s1	v1	3	4	2	1	target	distractor2	competitor	distractor1	target	distractor	target	competitor	2674	v2	9	filler	{us: us1, uv: uv2}	1	7.89133075766189	1	1	unambiguous	target
25	female	English	4.07365	s2	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v2	s1	s1_vx	s1_v2	target_s2_v1	simple_d	s1	v1	s2	v2	3	4	1	2	distractor2	target	competitor	distractor1	target	competitor	target	distractor	1140	v1	10	filler	{us: us1, uv: uv2}	1	7.03878354138854	1	1	ambiguous	target
25	female	English	4.07365	v1	{us: us2, uv: uv1}	{us: us1, uv: uv1}	s1	s2	s2_v1	s1_v1	target_sx_v2	unambiguous	s1	v1	s2	v2	2	1	3	4	distractor1	competitor	distractor2	target	target	competitor	distractor	target	1304	v2	11	filler	{us: usx, uv: uv2}	1	7.1731917424866	1	1	unambiguous	target
25	female	English	4.07365	s1	{us: usx, uv: uv1}	{us: us2, uv: uv1}	s2	v1	s2_v1	target_s1_v2	sx_v1	ambiguous	v1	s1	v2	s2	2	4	1	3	distractor2	competitor	target	distractor1	target	distractor	target	competitor	1040	v2	12	filler	{us: us1, uv: uv2}	1	6.94697599213542	1	1	ambiguous	target
25	female	English	4.07365	s1	{us: us2, uv: uv2}	{us: us1, uv: uvx}	s2	v1	target_s1_v2	s1_vx	s2_v2	complex	s2	v2	v1	s1	4	1	3	2	distractor1	target	distractor2	competitor	competitor	target	distractor	competitor	1989	v2	13	target	{us: us1, uv: uv2}	1	7.59538727885397	1	1	complex	competitor
25	female	English	4.07365	s2	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s1	target_s2_v2	s1_v1	s2_vx	simple	s1	s2	v1	v2	2	3	1	4	distractor2	competitor	distractor1	target	target	target	distractor	competitor	1571	v2	14	target	{us: us2, uv: uv2}	1	7.35946763825562	1	1	simple	target
25	female	English	4.07365	s1	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v2	target_sx_v2	s1_v1	complex_d	v2	s1	s2	v1	2	4	3	1	target	competitor	distractor2	distractor1	target	target	distractor	competitor	1818	v2	15	filler	{us: us1, uv: uv2}	1	7.50549227473742	1	1	unambiguous	target
25	female	English	4.07365	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	s2_v2	target_sx_v2	complex_d	v2	s1	s2	v1	3	4	2	1	target	distractor2	competitor	distractor1	target	competitor	target	distractor	1566	v2	16	filler	{us: us2, uv: uv2}	1	7.35627987655075	1	1	unambiguous	target
25	female	English	4.07365	s1	{us: us2, uv: uv2}	{us: us2, uv: uv2}	s2	v2	target_s1_v1	s2_v2	s2_v2	ambiguous	v2	s2	v1	s1	4	2	1	3	distractor2	distractor1	target	competitor	target	target	distractor	competitor	1965	v1	17	filler	{us: us1, uv: uv1}	1	7.58324752430336	1	1	ambiguous	target
25	female	English	4.07365	s2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	target_sx_v1	s1_v2	s2_v1	simple_c	v2	v1	s2	s1	3	4	1	2	distractor2	target	competitor	distractor1	target	competitor	distractor	target	1517	v1	18	filler	{us: us2, uv: uv1}	1	7.32448997934853	1	1	unambiguous	target
25	female	English	4.07365	v1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	s1_v1	target_s1_vx	s2_v1	complex_d	s1	v2	v1	s2	3	4	2	1	target	distractor2	competitor	distractor1	target	target	distractor	competitor	3324	s1	19	filler	{us: us1, uv: uv1}	1	8.10892415597534	1	1	unambiguous	target
25	female	English	4.07365	v1	{us: us1, uv: uvx}	{us: us2, uv: uv2}	s2	v2	s2_v2	target_s1_vx	s1_v1	simple_c	v2	s2	v1	s1	3	2	1	4	distractor2	distractor1	competitor	target	target	distractor	competitor	target	1846	s1	20	filler	{us: us1, uv: uv1}	1	7.5207764150628	1	1	unambiguous	target
25	female	English	4.07365	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s2_vx	target_s2_v1	s1_v1	complex	v2	s1	s2	v1	3	2	1	4	distractor2	distractor1	competitor	target	target	distractor	target	competitor	2320	v1	21	target	{us: us2, uv: uv1}	1	7.74932246466036	1	1	complex	target
25	female	English	4.07365	s2	{us: us1, uv: uvx}	{us: us1, uv: uv1}	s1	v1	s1_v1	target_s2_v2	s1_vx	ambiguous	s2	s1	v1	v2	1	2	3	4	competitor	distractor1	distractor2	target	target	distractor	target	competitor	2513	v2	22	filler	{us: us2, uv: uv2}	1	7.82923253754359	1	1	ambiguous	target
25	female	English	4.07365	v2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	sx_v2	target_s2_v2	complex	s2	v2	v1	s1	2	3	4	1	target	competitor	distractor1	distractor2	competitor	competitor	distractor	target	1040	s2	23	target	{us: us2, uv: uv2}	1	6.94697599213542	1	2	complex	competitor
25	female	English	4.07365	s1	{us: us2, uv: uvx}	{us: us1, uv: uv2}	v1	s2	target_s1_v2	s2_vx	s2_v1	simple_d	s2	v1	s1	v2	3	2	1	4	distractor2	distractor1	competitor	target	target	distractor	competitor	target	1078	v2	24	filler	{us: us2, uv: uv1}	1	6.98286275146894	1	2	ambiguous	target
25	female	English	4.07365	v2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s2	v1	s2_v1	target_s1_v2	sx_v1	simple_d	v2	v1	s1	s2	1	4	2	3	competitor	distractor2	target	distractor1	competitor	target	distractor	competitor	1303	s1	25	filler	{us: us2, uv: uv1}	1	7.17242457712485	1	2	ambiguous	competitor
25	female	English	4.07365	s2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	s1_v2	target_sx_v1	s2_v1	simple_c	v1	s2	v2	s1	2	3	4	1	target	competitor	distractor1	distractor2	target	distractor	competitor	target	1172	v1	26	filler	{us: us2, uv: uv1}	1	7.06646697013696	1	2	unambiguous	target
25	female	English	4.07365	v2	{us: us1, uv: uv2}	{us: us2, uv: uvx}	s1	v1	s1_v2	s2_v2	target_s2_vx	complex_d	s1	v1	s2	v2	4	1	2	3	distractor1	distractor2	target	competitor	target	competitor	target	distractor	1949	s2	27	filler	{us: us2, uv: uv2}	1	7.57507169950756	1	2	unambiguous	target
25	female	English	4.07365	v2	{us: usx, uv: uv2}	{us: us1, uv: uv1}	v1	s1	s1_v1	target_s2_v2	sx_v2	simple	v1	s2	v2	s1	3	1	4	2	distractor1	target	competitor	distractor2	competitor	distractor	target	competitor	41310	s2	28	target	{us: us2, uv: uv2}	1	10.6288598803908	1	2	simple	competitor
25	female	English	4.07365	s2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s1	v2	target_s2_v1	s1_v2	sx_v2	simple_d	s1	v1	s2	v2	3	1	4	2	distractor1	target	competitor	distractor2	target	distractor	target	competitor	1170	v1	29	filler	{us: us1, uv: uv2}	1	7.0647590277918	1	2	ambiguous	target
25	female	English	4.07365	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	target_sx_v2	s2_v2	complex_d	s1	v2	s2	v1	3	4	1	2	distractor2	target	competitor	distractor1	target	competitor	distractor	target	1116	v2	30	filler	{us: us2, uv: uv2}	1	7.01750614294126	1	2	unambiguous	target
25	female	English	4.07365	s2	{us: us1, uv: uv2}	{us: us2, uv: uvx}	s1	v1	s1_v2	target_s2_v2	s2_vx	complex	s1	v1	s2	v2	3	1	2	4	distractor1	distractor2	competitor	target	target	competitor	target	distractor	1102	v2	31	target	{us: us2, uv: uv2}	1	7.00488198971286	1	2	complex	target
25	female	English	4.07365	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	sx_v1	s1_v2	target_s2_v1	simple	v2	v1	s2	s1	2	4	1	3	distractor2	competitor	target	distractor1	distractor2	competitor	distractor	target	1080	s2	32	target	{us: us2, uv: uv1}	1	6.98471632011827	1	2	simple	distractor
25	female	English	4.07365	v1	{us: usx, uv: uv2}	{us: us2, uv: uv2}	s2	v2	sx_v2	s2_v2	target_s1_v1	ambiguous	s1	s2	v2	v1	4	2	3	1	target	distractor1	distractor2	competitor	competitor	competitor	distractor	target	1193	s1	33	filler	{us: us1, uv: uv1}	1	7.08422642209792	1	2	ambiguous	competitor
25	female	English	4.07365	v2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s2	v1	target_s1_v2	sx_v1	s2_v1	simple_d	s2	v2	s1	v1	2	1	4	3	distractor1	competitor	target	distractor2	competitor	distractor	competitor	target	811	s1	34	filler	{us: us2, uv: uv1}	1	6.69826805411541	2	2	ambiguous	competitor
25	female	English	4.07365	v2	{us: us2, uv: uv2}	{us: us2, uv: uv2}	v1	s2	s2_v2	target_s1_vx	s2_v2	unambiguous	s1	s2	v1	v2	4	3	2	1	target	distractor2	distractor1	competitor	target	competitor	target	distractor	2904	s1	35	filler	{us: us1, uv: uvx}	1	7.97384437594469	2	2	unambiguous	target
25	female	English	4.07365	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	target_s2_v1	s2_vx	complex	s2	v2	v1	s1	1	4	2	3	competitor	distractor2	target	distractor1	target	competitor	target	distractor	15465	v1	36	target	{us: us2, uv: uv1}	1	9.64633468511917	2	2	complex	target
25	female	English	4.07365	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	sx_v2	target_s1_v2	s1_v1	complex	v2	s2	s1	v1	1	4	2	3	competitor	distractor2	target	distractor1	competitor	distractor	target	competitor	41130	s1	37	target	{us: us1, uv: uv2}	1	10.6244930612245	2	2	complex	competitor
25	female	English	4.07365	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	target_s1_v2	sx_v2	s1_v1	complex	v2	s1	s2	v1	1	4	3	2	competitor	target	distractor2	distractor1	target	target	distractor	competitor	1571	s1	38	target	{us: us1, uv: uv2}	1	7.35946763825562	2	2	complex	target
25	female	English	4.07365	v2	{us: us2, uv: uv2}	{us: us2, uv: uv1}	v1	s2	s2_v1	target_s1_vx	s2_v2	unambiguous	v1	s2	v2	s1	3	1	2	4	distractor1	distractor2	competitor	target	target	distractor	target	competitor	1210	s1	39	filler	{us: us1, uv: uvx}	1	7.09837563859079	2	2	unambiguous	target
25	female	English	4.07365	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	s1_v2	sx_v1	target_s2_v1	simple	s2	v2	s1	v1	4	3	2	1	target	distractor2	distractor1	competitor	competitor	distractor	competitor	target	1342	s2	40	target	{us: us2, uv: uv1}	1	7.20191631753163	2	2	simple	competitor
25	female	English	4.07365	s1	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	target_sx_v2	s1_v2	s1_v1	complex_d	v1	s1	v2	s2	2	1	4	3	distractor1	competitor	target	distractor2	target	distractor	target	competitor	894	v2	41	filler	{us: us1, uv: uv2}	1	6.79570577517351	2	2	unambiguous	target
25	female	English	4.07365	s1	{us: usx, uv: uv1}	{us: us2, uv: uv2}	s2	v2	s2_v2	s1_v1	target_sx_v1	simple_c	s1	v1	v2	s2	1	4	3	2	competitor	target	distractor2	distractor1	target	distractor	target	competitor	1056	v1	42	filler	{us: us1, uv: uv1}	1	6.96224346426621	2	2	unambiguous	target
25	female	English	4.07365	v2	{us: usx, uv: uv2}	{us: us1, uv: uv1}	v1	s1	target_s2_v2	sx_v2	s1_v1	simple	v2	s2	v1	s1	1	3	4	2	competitor	target	distractor1	distractor2	competitor	target	competitor	distractor	1010	s2	43	target	{us: us2, uv: uv2}	1	6.9177056098353	2	2	simple	competitor
25	female	English	4.07365	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	target_s2_vx	s2_v1	s1_v1	complex_d	v2	s1	s2	v1	4	2	1	3	distractor2	distractor1	target	competitor	target	distractor	target	competitor	2566	s2	44	filler	{us: us2, uv: uv1}	1	7.85010354517558	2	2	unambiguous	target
25	female	English	4.07365	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	target_sx_v2	s2_v2	complex_d	s2	v2	v1	s1	1	3	4	2	competitor	target	distractor1	distractor2	target	competitor	distractor	target	1077	v2	45	filler	{us: us2, uv: uv2}	1	6.98193467715639	2	3	unambiguous	target
25	female	English	4.07365	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	sx_v2	target_s1_v2	s1_v1	complex	v1	s1	v2	s2	3	1	4	2	distractor1	target	competitor	distractor2	competitor	distractor	target	competitor	1342	s1	46	target	{us: us1, uv: uv2}	1	7.20191631753163	2	3	complex	competitor
25	female	English	4.07365	s1	{us: usx, uv: uv2}	{us: us1, uv: uv1}	s2	v2	target_s1_v1	s2_v2	sx_v2	simple_d	v1	s2	v2	s1	4	2	3	1	target	distractor1	distractor2	competitor	target	distractor	target	competitor	1664	v1	47	filler	{us: us2, uv: uv2}	1	7.41697962138115	2	3	ambiguous	target
25	female	English	4.07365	s2	{us: us2, uv: uvx}	{us: us1, uv: uv2}	v2	s1	s1_v2	s2_vx	target_s2_v1	simple	s2	v1	s1	v2	1	4	3	2	competitor	target	distractor2	distractor1	target	distractor	competitor	target	1272	v1	48	target	{us: us2, uv: uv1}	1	7.14834574390007	2	3	simple	target
25	female	English	4.07365	v2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	v1	s2	s2_v1	target_s1_v2	sx_v2	simple	s1	v1	s2	v2	4	2	3	1	target	distractor1	distractor2	competitor	competitor	distractor	target	competitor	1332	s1	49	target	{us: us1, uv: uv2}	1	7.19443685110033	2	3	simple	competitor
25	female	English	4.07365	s2	{us: us1, uv: uv2}	{us: us1, uv: uv2}	s1	v2	s1_v2	target_s2_v1	s1_v2	ambiguous	v1	v2	s2	s1	3	4	2	1	target	distractor2	competitor	distractor1	target	competitor	target	distractor	1998	v1	50	filler	{us: us2, uv: uv1}	1	7.5999019592085	2	3	ambiguous	target
25	female	English	4.07365	v2	{us: us1, uv: uv2}	{us: us1, uv: uv1}	s1	v1	target_s2_vx	s1_v1	s1_v2	unambiguous	v1	v2	s2	s1	2	4	1	3	distractor2	competitor	target	distractor1	target	target	distractor	competitor	1510	s2	51	filler	{us: us2, uv: uvx}	1	7.31986492980897	2	3	unambiguous	target
25	female	English	4.07365	v1	{us: us2, uv: uv1}	{us: us2, uv: uvx}	s1	s2	s2_v1	target_sx_v2	s2_vx	unambiguous	s2	s1	v1	v2	3	2	1	4	distractor2	distractor1	competitor	target	target	competitor	target	distractor	1032	v2	52	filler	{us: usx, uv: uv2}	1	6.93925394604151	2	3	unambiguous	target
25	female	English	4.07365	v2	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s1	s2_v2	s1_v1	target_s2_vx	simple_c	s1	s2	v1	v2	4	3	1	2	distractor2	target	distractor1	competitor	distractor2	target	distractor	competitor	2606	s2	53	filler	{us: us2, uv: uv2}	1	7.86557175768479	2	3	unambiguous	distractor
25	female	English	4.07365	s1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	target_s1_v1	s1_vx	s2_v1	complex	s1	v2	v1	s2	1	4	2	3	competitor	distractor2	target	distractor1	target	target	distractor	competitor	1464	v1	54	target	{us: us1, uv: uv1}	1	7.28892769452126	2	3	complex	target
25	female	English	4.07365	v1	{us: us1, uv: uv2}	{us: us1, uv: uv2}	s1	v2	s1_v2	s1_v2	target_s2_v1	ambiguous	s2	v1	v2	s1	2	4	3	1	target	competitor	distractor2	distractor1	competitor	distractor	competitor	target	1256	s2	55	filler	{us: us2, uv: uv1}	1	7.13568734702814	2	3	ambiguous	competitor
25	female	English	4.07365	v2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	target_s2_v2	sx_v2	complex	v2	s1	s2	v1	1	4	2	3	competitor	distractor2	target	distractor1	target	competitor	target	distractor	2519	s2	56	target	{us: us2, uv: uv2}	1	7.83161727635261	2	3	complex	target
25	female	English	4.07365	v2	{us: us1, uv: uv2}	{us: us2, uv: uv2}	s1	s2	s2_v2	target_sx_v1	s1_v2	unambiguous	s1	v1	v2	s2	3	1	4	2	distractor1	target	competitor	distractor2	target	distractor	target	competitor	1414	v1	57	filler	{us: usx, uv: uv1}	1	7.25417784645652	2	3	unambiguous	target
25	female	English	4.07365	v1	{us: usx, uv: uv2}	{us: usx, uv: uv2}	s1	v2	sx_v2	target_s2_vx	sx_v2	unambiguous	v2	s1	s2	v1	4	2	1	3	distractor2	distractor1	target	competitor	target	distractor	target	competitor	1877	s2	58	filler	{us: us2, uv: uvx}	1	7.53743003658651	2	3	unambiguous	target
25	female	English	4.07365	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	target_s2_v1	s1_v2	sx_v1	simple	v2	v1	s1	s2	2	3	1	4	distractor2	competitor	distractor1	target	competitor	target	distractor	competitor	1311	s2	59	target	{us: us2, uv: uv1}	1	7.1785454837637	2	3	simple	competitor
25	female	English	4.07365	s1	{us: usx, uv: uv2}	{us: us2, uv: uv2}	s2	v2	target_s1_v1	sx_v2	s2_v2	ambiguous	v1	s1	v2	s2	2	4	3	1	target	competitor	distractor2	distractor1	target	target	competitor	distractor	1456	v1	60	filler	{us: us1, uv: uv1}	1	7.28344822875663	2	3	ambiguous	target
25	female	English	4.07365	v2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v1	sx_v2	target_s2_v2	complex	v2	v1	s1	s2	1	2	3	4	competitor	distractor1	distractor2	target	competitor	competitor	distractor	target	1056	s2	61	target	{us: us2, uv: uv2}	1	6.96224346426621	2	3	complex	competitor
25	female	English	4.07365	s1	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v1	s2	s1_vx	target_s1_v2	s2_v1	simple	s1	v1	s2	v2	1	2	3	4	competitor	distractor1	distractor2	target	target	competitor	target	distractor	1472	v2	62	target	{us: us1, uv: uv2}	1	7.29437729928882	2	3	simple	target
25	female	English	4.07365	s2	{us: us1, uv: uvx}	{us: us1, uv: uvx}	s1	v2	s1_vx	target_s2_v1	s1_vx	ambiguous	v2	s1	v1	s2	4	2	1	3	distractor2	distractor1	target	competitor	target	competitor	target	distractor	1123	v1	63	filler	{us: us2, uv: uv1}	1	7.02375895473844	2	3	ambiguous	target
25	female	English	4.07365	v1	{us: usx, uv: uv1}	{us: us2, uv: uv2}	s2	v2	s2_v2	target_s1_v1	sx_v1	simple	s1	v1	v2	s2	2	4	3	1	target	competitor	distractor2	distractor1	competitor	distractor	target	competitor	1442	s1	64	target	{us: us1, uv: uv1}	1	7.27378631784489	2	3	simple	competitor
25	female	English	4.07365	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	s1_v2	sx_v1	target_s2_v1	simple	v1	s2	v2	s1	1	3	4	2	competitor	target	distractor1	distractor2	competitor	distractor	competitor	target	1186	s2	65	target	{us: us2, uv: uv1}	1	7.07834157955767	2	3	simple	competitor
35	male	English	4.32141666666667	v1	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s1	v2	s1_v2	target_s2_v1	sx_v2	simple_d	v2	s2	s1	v1	4	3	1	2	distractor2	target	distractor1	competitor	competitor	target	distractor	competitor	15056	s2	0	filler	{us: us1, uv: uv2}	2	9.61953186182516	1	1	ambiguous	competitor
35	male	English	4.32141666666667	s1	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s2	v1	target_sx_v2	s2_v1	s1_v2	simple_c	s2	v1	s1	v2	3	1	2	4	distractor1	distractor2	competitor	target	target	competitor	distractor	target	9274	v2	1	filler	{us: us1, uv: uv2}	2	9.13497006495141	1	1	unambiguous	target
35	male	English	4.32141666666667	s1	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v2	target_sx_v2	s1_v1	complex_d	v2	s2	v1	s1	4	3	2	1	target	distractor2	distractor1	competitor	target	target	distractor	competitor	3690	v2	2	filler	{us: us1, uv: uv2}	2	8.21338173703457	1	1	unambiguous	target
35	male	English	4.32141666666667	s2	{us: usx, uv: uv2}	{us: us2, uv: uv2}	v2	v1	sx_v2	s2_v2	target_s1_vx	unambiguous	v1	s2	v2	s1	2	3	1	4	distractor2	competitor	distractor1	target	target	competitor	distractor	target	2254	s1	3	filler	{us: us1, uv: uvx}	2	7.72046169459972	1	1	unambiguous	target
35	male	English	4.32141666666667	v2	{us: us2, uv: uv2}	{us: usx, uv: uv1}	v1	s2	sx_v1	s2_v2	target_s1_vx	unambiguous	s1	v2	s2	v1	2	4	3	1	target	competitor	distractor2	distractor1	target	distractor	competitor	target	2448	s1	4	filler	{us: us1, uv: uvx}	2	7.80302664363222	1	1	unambiguous	target
35	male	English	4.32141666666667	v1	{us: us2, uv: uv2}	{us: us2, uv: uv2}	v2	s2	target_s1_vx	s2_v2	s2_v2	unambiguous	v2	v1	s2	s1	2	1	3	4	distractor1	competitor	distractor2	target	target	target	competitor	distractor	1718	s1	5	filler	{us: us1, uv: uvx}	2	7.4489161025442	1	1	unambiguous	target
35	male	English	4.32141666666667	v1	{us: us2, uv: uvx}	{us: us1, uv: uv2}	v2	s1	s1_v2	s2_v1	target_s2_vx	simple_c	s2	s1	v2	v1	4	3	2	1	target	distractor2	distractor1	competitor	target	distractor	target	competitor	5284	s2	6	filler	{us: us2, uv: uv1}	2	8.57243866564222	1	1	unambiguous	target
35	male	English	4.32141666666667	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	s1_v2	target_s2_v1	sx_v1	simple	v1	s2	v2	s1	1	3	4	2	competitor	target	distractor1	distractor2	target	distractor	target	competitor	3064	s2	7	target	{us: us2, uv: uv1}	2	8.02747653086048	1	1	simple	target
35	male	English	4.32141666666667	s2	{us: usx, uv: uv2}	{us: us1, uv: uv2}	s1	v2	sx_v2	s1_v2	target_s2_v1	ambiguous	v2	s2	s1	v1	2	3	1	4	distractor2	competitor	distractor1	target	competitor	competitor	distractor	target	1561	v1	8	filler	{us: us2, uv: uv1}	2	7.35308192051543	1	1	ambiguous	competitor
35	male	English	4.32141666666667	s1	{us: us1, uv: uv2}	{us: usx, uv: uv1}	v2	s2	target_sx_v1	s1_v2	s1_v1	complex_d	s2	v2	s1	v1	3	2	1	4	distractor2	distractor1	competitor	target	target	distractor	competitor	target	3041	v1	9	filler	{us: us1, uv: uv1}	2	8.01994168767737	1	1	unambiguous	target
35	male	English	4.32141666666667	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s2_v1	s1_v1	target_s2_vx	complex_d	v1	s2	s1	v2	1	3	4	2	competitor	target	distractor1	distractor2	target	target	competitor	distractor	1851	s2	10	filler	{us: us2, uv: uv1}	2	7.5234813125735	1	1	unambiguous	target
35	male	English	4.32141666666667	v2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s2	v1	target_s1_v2	s2_v1	sx_v2	simple	v2	s2	s1	v1	1	2	4	3	competitor	distractor1	target	distractor2	target	target	distractor	competitor	2247	s1	11	target	{us: us1, uv: uv2}	2	7.71735127218533	1	1	simple	target
35	male	English	4.32141666666667	v2	{us: usx, uv: uv1}	{us: us2, uv: uv2}	s1	v1	target_s2_v2	sx_v1	s1_v1	simple_d	s1	s2	v1	v2	4	1	3	2	distractor1	target	distractor2	competitor	target	distractor	competitor	target	1946	s2	12	filler	{us: us1, uv: uv1}	2	7.57353126274595	1	1	ambiguous	target
35	male	English	4.32141666666667	v2	{us: us2, uv: uv1}	{us: us2, uv: uv1}	v1	s2	target_s1_vx	s2_v1	s2_v1	unambiguous	v2	s2	v1	s1	1	3	2	4	competitor	distractor2	distractor1	target	target	target	distractor	competitor	1404	s1	13	filler	{us: us1, uv: uvx}	2	7.24708058458576	1	1	unambiguous	target
35	male	English	4.32141666666667	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	target_s2_v1	s1_v2	sx_v1	simple	s1	v2	s2	v1	4	1	2	3	distractor1	distractor2	target	competitor	target	target	distractor	competitor	1522	s2	14	target	{us: us2, uv: uv1}	2	7.32778053842163	1	1	simple	target
35	male	English	4.32141666666667	s2	{us: usx, uv: uv1}	{us: us1, uv: uv1}	s1	v1	target_s2_v2	sx_v1	s1_v1	ambiguous	s2	s1	v2	v1	1	2	4	3	competitor	distractor1	target	distractor2	competitor	target	competitor	distractor	1338	v2	15	filler	{us: us2, uv: uv2}	2	7.19893124068817	1	1	ambiguous	competitor
