Answer.age	Answer.gender	Answer.language	Answer.time_in_minutes	competitor	competitor_r	distractor_r	distractor1	distractor2	img1	img2	img3	imptype	msg1	msg2	msg3	msg4	pos_competitor	pos_distractor1	pos_distractor2	pos_target	pos1	pos2	pos3	pos4	response	rpos1	rpos2	rpos3	rt	target	trial	trialtype	trigger_r	workerid	logrt	half	third	redimptype	redresponse
56	MALE	ENGLISH	4.03281666666667	v1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	target_s1_vx	s1_v1	s2_v1	complex_d	s1	s2	v2	v1	4	2	3	1	target	distractor1	distractor2	competitor	target	distractor	target	competitor	1823	s1	45	filler	{us: us1, uv: uv1}	6	7.50823877467866	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v2	{us: us1, uv: uvx}	{us: us2, uv: uv2}	s1	s2	target_sx_v1	s1_vx	s2_v2	unambiguous	s1	v2	v1	s2	2	1	4	3	distractor1	competitor	target	distractor2	target	target	competitor	distractor	8647	v1	46	filler	{us: usx, uv: uv1}	6	9.06496771896043	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v2	{us: us2, uv: uvx}	{us: us1, uv: uvx}	s1	s2	s2_vx	target_sx_v1	s1_vx	unambiguous	v2	s2	s1	v1	1	3	2	4	competitor	distractor2	distractor1	target	target	competitor	target	distractor	1657	v1	47	filler	{us: usx, uv: uv1}	6	7.41276401742656	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v1	sx_v2	target_s1_v2	complex	v2	v1	s1	s2	1	2	4	3	competitor	distractor1	target	distractor2	competitor	competitor	distractor	target	1616	s1	48	target	{us: us1, uv: uv2}	6	7.38770923908104	2	3	complex	competitor
56	MALE	ENGLISH	4.03281666666667	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s2_v1	s1_v1	target_s2_vx	complex_d	v1	v2	s2	s1	1	4	2	3	competitor	distractor2	target	distractor1	target	target	competitor	distractor	2296	s2	49	filler	{us: us2, uv: uv1}	6	7.73892375743946	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	target_s2_v1	sx_v1	s1_v2	simple	v2	s1	s2	v1	4	1	2	3	distractor1	distractor2	target	competitor	competitor	target	competitor	distractor	1863	s2	50	target	{us: us2, uv: uv1}	6	7.52994337060159	2	3	simple	competitor
56	MALE	ENGLISH	4.03281666666667	s1	{us: us1, uv: uv2}	{us: usx, uv: uv1}	v2	s2	s1_v2	s1_v1	target_sx_v1	complex_d	v1	s2	v2	s1	4	3	2	1	target	distractor2	distractor1	competitor	target	competitor	target	distractor	1783	v1	51	filler	{us: us1, uv: uv1}	6	7.48605261786314	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v1	{us: usx, uv: uv2}	{us: us1, uv: uv1}	s2	v2	sx_v2	s2_v2	target_s1_v1	simple_d	v1	s2	s1	v2	1	2	4	3	competitor	distractor1	target	distractor2	competitor	competitor	target	distractor	2088	s1	52	filler	{us: us2, uv: uv2}	6	7.64396194900253	2	3	ambiguous	competitor
56	MALE	ENGLISH	4.03281666666667	s1	{us: usx, uv: uv1}	{us: usx, uv: uv1}	v2	v1	target_s2_vx	sx_v1	sx_v1	unambiguous	v2	s2	v1	s1	4	1	3	2	distractor1	target	distractor2	competitor	target	target	distractor	competitor	1985	s2	53	filler	{us: us2, uv: uvx}	6	7.59337419312129	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s2	target_sx_v2	s1_v1	s2_vx	unambiguous	s1	s2	v1	v2	1	3	2	4	competitor	distractor2	distractor1	target	target	target	distractor	competitor	1943	v2	54	filler	{us: usx, uv: uv2}	6	7.57198844937744	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	s1_vx	target_s1_v1	s2_v1	complex	s1	s2	v2	v1	1	2	3	4	competitor	distractor1	distractor2	target	target	distractor	target	competitor	4623	v1	55	target	{us: us1, uv: uv1}	6	8.43879912398823	2	3	complex	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v2	s2	s2_v2	s2_vx	target_s1_v1	simple_d	v1	v2	s2	s1	4	2	3	1	target	distractor1	distractor2	competitor	target	target	competitor	distractor	1583	v1	56	filler	{us: us2, uv: uv2}	6	7.36707705988101	2	3	ambiguous	target
56	MALE	ENGLISH	4.03281666666667	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	target_sx_v2	s2_v1	s2_v2	complex_d	s1	v2	s2	v1	3	4	1	2	distractor2	target	competitor	distractor1	target	distractor	competitor	target	1784	v2	57	filler	{us: us2, uv: uv2}	6	7.48661331313996	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	v1	{us: usx, uv: uv1}	{us: us2, uv: uv2}	v2	s2	s2_v2	sx_v1	target_s1_v1	simple	s1	s2	v1	v2	3	4	2	1	target	distractor2	competitor	distractor1	competitor	distractor	competitor	target	1599	s1	58	target	{us: us1, uv: uv1}	6	7.37713371283395	2	3	simple	competitor
56	MALE	ENGLISH	4.03281666666667	s1	{us: us1, uv: uv2}	{us: us2, uv: uv2}	s2	v2	s1_v2	target_sx_v1	s2_v2	unambiguous	s1	v2	s2	v1	1	3	2	4	competitor	distractor2	distractor1	target	target	competitor	target	distractor	1537	v1	59	filler	{us: usx, uv: uv1}	6	7.3375877435386	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	target_s2_v1	s2_vx	s1_v1	complex	v2	s2	s1	v1	2	3	1	4	distractor2	competitor	distractor1	target	target	target	distractor	competitor	1743	v1	60	target	{us: us2, uv: uv1}	6	7.46336304552002	2	3	complex	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us1, uv: uv2}	{us: usx, uv: uv1}	v2	s2	s1_v2	s1_v1	target_sx_v1	complex_d	v1	v2	s1	s2	3	2	4	1	target	distractor1	competitor	distractor2	target	competitor	target	distractor	1967	v1	61	filler	{us: us1, uv: uv1}	6	7.58426481838906	2	3	unambiguous	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us1, uv: uvx}	{us: us2, uv: uv1}	s2	v1	target_s1_v2	s2_v1	s1_vx	simple	s1	v2	v1	s2	1	4	3	2	competitor	target	distractor2	distractor1	target	target	distractor	competitor	2248	v2	62	target	{us: us1, uv: uv2}	6	7.71779621101358	2	3	simple	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us1, uv: uvx}	{us: us2, uv: uv2}	v2	s2	s2_v2	target_s1_v1	s1_vx	simple	s2	v1	v2	s1	4	3	1	2	distractor2	target	distractor1	competitor	target	distractor	target	competitor	1584	v1	63	target	{us: us1, uv: uv1}	6	7.36770857237437	2	3	simple	target
56	MALE	ENGLISH	4.03281666666667	s1	{us: us2, uv: uvx}	{us: us2, uv: uv1}	s2	v1	s2_v1	target_s1_v2	s2_vx	ambiguous	v2	v1	s2	s1	4	3	2	1	target	distractor2	distractor1	competitor	target	distractor	target	competitor	1424	v2	64	filler	{us: us1, uv: uv2}	6	7.26122509197192	2	3	ambiguous	target
56	MALE	ENGLISH	4.03281666666667	s2	{us: usx, uv: uv1}	{us: us1, uv: uv1}	s1	v1	sx_v1	target_s2_v2	s1_v1	ambiguous	s1	v2	v1	s2	4	1	3	2	distractor1	target	distractor2	competitor	target	competitor	target	distractor	1481	v2	65	filler	{us: us2, uv: uv2}	6	7.3004728142678	2	3	ambiguous	target
23	male	english	2.1346	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v1	target_s1_v2	sx_v2	complex	v1	s2	s1	v2	4	1	2	3	distractor1	distractor2	target	competitor	target	competitor	target	distractor	1649	s1	0	target	{us: us1, uv: uv2}	7	7.4079243225596	1	1	complex	target
23	male	english	2.1346	s2	{us: us1, uv: uv2}	{us: us1, uv: uvx}	s1	v2	target_s2_v1	s1_v2	s1_vx	ambiguous	s2	v1	s1	v2	1	3	4	2	competitor	target	distractor1	distractor2	target	target	competitor	distractor	4906	v1	1	filler	{us: us2, uv: uv1}	7	8.49821422481843	1	1	ambiguous	target
23	male	english	2.1346	v1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	target_s1_vx	s1_v1	s2_v1	complex_d	v2	v1	s2	s1	2	3	1	4	distractor2	competitor	distractor1	target	distractor1	distractor	target	competitor	2547	s1	2	filler	{us: us1, uv: uv1}	7	7.84267147497946	1	1	unambiguous	distractor
23	male	english	2.1346	s1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	s1_vx	target_s1_v1	s2_v1	complex	v2	v1	s2	s1	4	3	1	2	distractor2	target	distractor1	competitor	competitor	distractor	target	competitor	2733	v1	3	target	{us: us1, uv: uv1}	7	7.91315518592807	1	1	complex	competitor
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v2	s1	s1_v2	s1_vx	target_s2_v1	simple_d	v1	v2	s2	s1	3	2	4	1	target	distractor1	competitor	distractor2	competitor	target	competitor	distractor	1241	v1	4	filler	{us: us1, uv: uv2}	7	7.12367278520461	1	1	ambiguous	competitor
23	male	english	2.1346	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	target_s2_vx	s2_v1	complex_d	v2	v1	s2	s1	2	4	1	3	distractor2	competitor	target	distractor1	target	competitor	distractor	target	1565	s2	5	filler	{us: us2, uv: uv1}	7	7.35564110297425	1	1	unambiguous	target
23	male	english	2.1346	v2	{us: us2, uv: uv1}	{us: us2, uv: uv1}	s2	v1	target_s1_v2	s2_v1	s2_v1	ambiguous	v2	s2	v1	s1	1	2	3	4	competitor	distractor1	distractor2	target	target	target	competitor	distractor	918	s1	6	filler	{us: us1, uv: uv2}	7	6.82219739062049	1	1	ambiguous	target
23	male	english	2.1346	v1	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s1	v2	s1_v2	target_s2_v1	sx_v2	simple_d	s1	s2	v1	v2	3	1	4	2	distractor1	target	competitor	distractor2	target	target	distractor	competitor	1217	s2	7	filler	{us: us1, uv: uv2}	7	7.10414409298753	1	1	ambiguous	target
23	male	english	2.1346	s2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	s2_v1	s1_v2	target_sx_v1	simple_c	v2	v1	s1	s2	4	1	3	2	distractor1	target	distractor2	competitor	target	target	distractor	competitor	1560	v1	8	filler	{us: us2, uv: uv1}	7	7.35244110024358	1	1	unambiguous	target
23	male	english	2.1346	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s2_v1	target_s2_vx	s1_v1	complex_d	s1	v2	s2	v1	4	1	2	3	distractor1	distractor2	target	competitor	distractor1	target	distractor	competitor	1605	s2	9	filler	{us: us2, uv: uv1}	7	7.38087903556412	1	1	unambiguous	distractor
23	male	english	2.1346	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	s2_vx	target_s2_v1	complex	s1	s2	v1	v2	2	1	4	3	distractor1	competitor	target	distractor2	competitor	competitor	distractor	target	1375	v1	10	target	{us: us2, uv: uv1}	7	7.22620901010067	1	1	complex	competitor
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us2, uv: uv1}	s1	v1	s2_v1	s1_vx	target_sx_v2	unambiguous	v2	s2	s1	v1	2	3	4	1	target	competitor	distractor1	distractor2	target	distractor	competitor	target	2491	v2	11	filler	{us: usx, uv: uv2}	7	7.82043951526218	1	1	unambiguous	target
23	male	english	2.1346	v2	{us: us2, uv: uv2}	{us: us1, uv: uvx}	s2	v1	s2_v2	s1_v2	target_s1_vx	complex_d	s1	v1	s2	v2	4	3	2	1	target	distractor2	distractor1	competitor	target	competitor	target	distractor	1228	s1	12	filler	{us: us1, uv: uv2}	7	7.11314210870709	1	1	unambiguous	target
23	male	english	2.1346	v2	{us: us2, uv: uv2}	{us: us2, uv: uv1}	s2	v1	target_s1_vx	s2_v2	s2_v1	unambiguous	v1	v2	s1	s2	2	4	1	3	distractor2	competitor	target	distractor1	target	target	competitor	distractor	1092	s1	13	filler	{us: us1, uv: uvx}	7	6.99576615630485	1	1	unambiguous	target
23	male	english	2.1346	s1	{us: us1, uv: uv2}	{us: usx, uv: uv1}	v2	s2	s1_v2	s1_v1	target_sx_v1	complex_d	s2	v1	v2	s1	4	3	1	2	distractor2	target	distractor1	competitor	target	competitor	target	distractor	1692	v1	14	filler	{us: us1, uv: uv1}	7	7.43366654016617	1	1	unambiguous	target
23	male	english	2.1346	s1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	s1_vx	s2_v1	target_s1_v1	complex	s2	s1	v2	v1	2	1	3	4	distractor1	competitor	distractor2	target	competitor	distractor	competitor	target	2563	v1	15	target	{us: us1, uv: uv1}	7	7.84893372636407	1	1	complex	competitor
23	male	english	2.1346	v2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s2	v1	target_s1_v2	s2_v1	sx_v2	simple	s1	s2	v1	v2	4	2	3	1	target	distractor1	distractor2	competitor	target	target	distractor	competitor	1214	s1	16	target	{us: us1, uv: uv2}	7	7.10167597161944	1	1	simple	target
23	male	english	2.1346	v2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s2	v1	sx_v2	s2_v1	target_s1_v2	simple	s1	v2	v1	s2	2	4	3	1	target	competitor	distractor2	distractor1	target	competitor	distractor	target	1325	s1	17	target	{us: us1, uv: uv2}	7	7.18916773842032	1	1	simple	target
23	male	english	2.1346	s2	{us: us1, uv: uv1}	{us: usx, uv: uv1}	s1	v1	s1_v1	target_s2_v2	sx_v1	ambiguous	s2	v1	s1	v2	1	3	2	4	competitor	distractor2	distractor1	target	distractor1	competitor	target	distractor	1443	v2	18	filler	{us: us2, uv: uv2}	7	7.27447955877387	1	1	ambiguous	distractor
23	male	english	2.1346	v1	{us: usx, uv: uv2}	{us: us1, uv: uv2}	s1	v2	target_s2_v1	sx_v2	s1_v2	ambiguous	v2	s2	v1	s1	3	4	1	2	distractor2	target	competitor	distractor1	distractor1	target	competitor	distractor	975	s2	19	filler	{us: us2, uv: uv1}	7	6.88243747099785	1	1	ambiguous	distractor
23	male	english	2.1346	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	target_s2_v1	s1_v2	sx_v1	simple	v1	s2	v2	s1	1	4	3	2	competitor	target	distractor2	distractor1	target	target	distractor	competitor	1264	s2	20	target	{us: us2, uv: uv1}	7	7.1420365747068	1	1	simple	target
23	male	english	2.1346	v2	{us: usx, uv: uv2}	{us: us2, uv: uv1}	v1	s2	s2_v1	sx_v2	target_s1_v2	simple	v1	s1	s2	v2	4	1	3	2	distractor1	target	distractor2	competitor	target	distractor	competitor	target	1630	s1	21	target	{us: us1, uv: uv2}	7	7.39633529380081	1	1	simple	target
23	male	english	2.1346	s1	{us: usx, uv: uv1}	{us: us2, uv: uv1}	s2	v1	sx_v1	target_s1_v2	s2_v1	ambiguous	v2	s2	v1	s1	4	2	3	1	target	distractor1	distractor2	competitor	competitor	competitor	target	distractor	1367	v2	22	filler	{us: us1, uv: uv2}	7	7.22037383672395	1	1	ambiguous	competitor
23	male	english	2.1346	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	target_s2_v1	s2_vx	s1_v1	complex	s1	v2	s2	v1	3	1	2	4	distractor1	distractor2	competitor	target	competitor	target	distractor	competitor	1166	v1	23	target	{us: us2, uv: uv1}	7	7.06133436691044	1	2	complex	competitor
23	male	english	2.1346	s2	{us: us1, uv: uv2}	{us: us2, uv: uvx}	s1	v1	target_s2_v2	s1_v2	s2_vx	complex	v2	s2	s1	v1	2	3	4	1	target	competitor	distractor1	distractor2	competitor	target	competitor	distractor	1633	v2	24	target	{us: us2, uv: uv2}	7	7.39817409297047	1	2	complex	competitor
23	male	english	2.1346	s2	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s1	s1_v1	target_s2_v2	s2_vx	simple	s1	s2	v1	v2	2	3	1	4	distractor2	competitor	distractor1	target	competitor	distractor	target	competitor	1056	v2	25	target	{us: us2, uv: uv2}	7	6.96224346426621	1	2	simple	competitor
23	male	english	2.1346	v1	{us: usx, uv: uv1}	{us: us2, uv: uv2}	s2	v2	target_s1_v1	sx_v1	s2_v2	simple	s2	s1	v1	v2	3	1	4	2	distractor1	target	competitor	distractor2	target	target	competitor	distractor	1069	s1	26	target	{us: us1, uv: uv1}	7	6.97447891102505	1	2	simple	target
23	male	english	2.1346	s1	{us: usx, uv: uv1}	{us: us2, uv: uv2}	s2	v2	s1_v1	target_sx_v1	s2_v2	simple_c	s2	s1	v1	v2	2	1	4	3	distractor1	competitor	target	distractor2	target	target	competitor	distractor	1250	v1	27	filler	{us: us1, uv: uv1}	7	7.13089883029635	1	2	unambiguous	target
23	male	english	2.1346	s2	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	s2_vx	target_s2_v1	complex	v2	v1	s2	s1	3	4	1	2	distractor2	target	competitor	distractor1	competitor	competitor	distractor	target	1954	v1	28	target	{us: us2, uv: uv1}	7	7.57763383260273	1	2	complex	competitor
23	male	english	2.1346	s1	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v1	s2	target_s1_v2	s2_v1	s1_vx	simple	s1	v2	s2	v1	1	4	3	2	competitor	target	distractor2	distractor1	competitor	target	distractor	competitor	1412	v2	29	target	{us: us1, uv: uv2}	7	7.25276241805319	1	2	simple	competitor
23	male	english	2.1346	v2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	target_s2_v2	s2_v1	sx_v2	complex	s1	s2	v2	v1	3	4	1	2	distractor2	target	competitor	distractor1	target	target	competitor	distractor	1188	s2	30	target	{us: us2, uv: uv2}	7	7.08002649992259	1	2	complex	target
23	male	english	2.1346	s1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	s2_v1	s1_vx	target_s1_v1	complex	s2	v1	v2	s1	4	1	3	2	distractor1	target	distractor2	competitor	competitor	competitor	distractor	target	1190	v1	31	target	{us: us1, uv: uv1}	7	7.08170858610557	1	2	complex	competitor
23	male	english	2.1346	v1	{us: us1, uv: uvx}	{us: us1, uv: uv1}	s2	s1	s1_vx	target_sx_v2	s1_v1	unambiguous	v1	v2	s1	s2	1	4	3	2	competitor	target	distractor2	distractor1	target	competitor	target	distractor	1117	v2	32	filler	{us: usx, uv: uv2}	7	7.0184017990692	1	2	unambiguous	target
23	male	english	2.1346	v2	{us: us1, uv: uvx}	{us: us2, uv: uv2}	v1	s1	s1_vx	s1_v1	target_s2_v2	simple_d	s1	v2	v1	s2	2	3	1	4	distractor2	competitor	distractor1	target	target	competitor	target	distractor	1121	s2	33	filler	{us: us1, uv: uv1}	7	7.02197642307216	1	2	ambiguous	target
23	male	english	2.1346	v2	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v1	target_s1_v2	sx_v2	complex	v1	s1	s2	v2	4	1	3	2	distractor1	target	distractor2	competitor	target	competitor	target	distractor	2716	s1	34	target	{us: us1, uv: uv2}	7	7.90691548867859	2	2	complex	target
23	male	english	2.1346	s2	{us: us2, uv: uv1}	{us: usx, uv: uv2}	v1	s1	s2_v2	s2_v1	target_sx_v2	complex_d	s1	s2	v2	v1	2	4	1	3	distractor2	competitor	target	distractor1	target	target	competitor	distractor	1242	v2	35	filler	{us: us2, uv: uv2}	7	7.12447826249342	2	2	unambiguous	target
23	male	english	2.1346	s1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	v1	s2	target_sx_v2	s2_vx	s1_v1	unambiguous	v1	s2	s1	v2	3	1	2	4	distractor1	distractor2	competitor	target	target	target	distractor	competitor	1649	v2	36	filler	{us: usx, uv: uv2}	7	7.4079243225596	2	2	unambiguous	target
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v2	s1	s1_v2	target_s2_v1	s1_vx	simple_d	s1	v2	s2	v1	3	2	1	4	distractor2	distractor1	competitor	target	competitor	target	distractor	competitor	1406	v1	37	filler	{us: us1, uv: uv2}	7	7.24850407237061	2	2	ambiguous	competitor
23	male	english	2.1346	v1	{us: usx, uv: uv1}	{us: us1, uv: uv2}	v2	s1	target_s2_v1	s1_v2	sx_v1	simple	v2	v1	s1	s2	2	1	3	4	distractor1	competitor	distractor2	target	target	target	distractor	competitor	2268	s2	38	target	{us: us2, uv: uv1}	7	7.72665366484764	2	2	simple	target
23	male	english	2.1346	v2	{us: us1, uv: uv2}	{us: us2, uv: uvx}	s1	v1	s2_v2	s1_v2	target_s2_vx	complex_d	v2	s2	s1	v1	1	3	4	2	competitor	target	distractor1	distractor2	target	target	competitor	distractor	2285	s2	39	filler	{us: us2, uv: uv2}	7	7.7341213033283	2	2	unambiguous	target
23	male	english	2.1346	s2	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s1	target_s2_v2	s2_vx	s1_v1	simple	s2	v1	v2	s1	1	2	4	3	competitor	distractor1	target	distractor2	competitor	target	competitor	distractor	1412	v2	40	target	{us: us2, uv: uv2}	7	7.25276241805319	2	2	simple	competitor
23	male	english	2.1346	s1	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v2	s2	target_s1_v1	s2_v2	s2_vx	simple_d	s1	s2	v1	v2	1	4	2	3	competitor	distractor2	target	distractor1	competitor	distractor	target	competitor	1410	v1	41	filler	{us: us2, uv: uv2}	7	7.25134498337221	2	2	ambiguous	competitor
23	male	english	2.1346	s1	{us: us1, uv: uvx}	{us: us2, uv: uv1}	v1	s2	target_s1_v2	s1_vx	s2_v1	simple	v1	v2	s2	s1	4	1	3	2	distractor1	target	distractor2	competitor	competitor	target	competitor	distractor	1304	v2	42	target	{us: us1, uv: uv2}	7	7.1731917424866	2	2	simple	competitor
23	male	english	2.1346	v1	{us: us1, uv: uv1}	{us: us2, uv: uvx}	s1	v2	s1_v1	target_s2_vx	s2_v1	complex_d	s1	s2	v1	v2	3	1	4	2	distractor1	target	competitor	distractor2	target	competitor	distractor	target	984	s2	43	filler	{us: us2, uv: uv1}	7	6.89162589705225	2	2	unambiguous	target
23	male	english	2.1346	v1	{us: us2, uv: uv1}	{us: us1, uv: uvx}	s2	v2	target_s1_vx	s2_v1	s1_v1	complex_d	s2	s1	v2	v1	4	1	3	2	distractor1	target	distractor2	competitor	target	distractor	competitor	target	1036	s1	44	filler	{us: us1, uv: uv1}	7	6.94312242281943	2	2	unambiguous	target
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us1, uv: uv2}	s1	v2	target_s2_v1	s1_v2	s1_vx	ambiguous	v1	s2	v2	s1	2	4	3	1	target	competitor	distractor2	distractor1	competitor	target	distractor	competitor	1249	v1	45	filler	{us: us2, uv: uv1}	7	7.13009851012558	2	3	ambiguous	competitor
23	male	english	2.1346	s1	{us: us1, uv: uvx}	{us: us1, uv: uv1}	s2	v1	s1_vx	target_sx_v2	s1_v1	unambiguous	s1	s2	v2	v1	1	2	4	3	competitor	distractor1	target	distractor2	target	competitor	target	distractor	1053	v2	46	filler	{us: usx, uv: uv2}	7	6.95939851213398	2	3	unambiguous	target
23	male	english	2.1346	s1	{us: usx, uv: uv2}	{us: us2, uv: uv1}	s2	v1	target_sx_v2	s2_v1	s1_v2	simple_c	s1	v2	v1	s2	1	4	3	2	competitor	target	distractor2	distractor1	target	competitor	distractor	target	1127	v2	47	filler	{us: us1, uv: uv2}	7	7.02731451403978	2	3	unambiguous	target
23	male	english	2.1346	v1	{us: us2, uv: uvx}	{us: us2, uv: uv2}	s2	v2	s2_v2	target_s1_v1	s2_vx	ambiguous	s1	v1	s2	v2	2	3	4	1	target	competitor	distractor1	distractor2	target	distractor	target	competitor	1462	s1	48	filler	{us: us1, uv: uv1}	7	7.28756064030972	2	3	ambiguous	target
23	male	english	2.1346	s1	{us: us1, uv: uvx}	{us: us2, uv: uv2}	s2	v2	s1_vx	target_s1_v1	s2_v2	simple	s1	v2	v1	s2	1	4	2	3	competitor	distractor2	target	distractor1	competitor	competitor	target	distractor	1015	v1	49	target	{us: us1, uv: uv1}	7	6.92264389147589	2	3	simple	competitor
23	male	english	2.1346	s1	{us: us1, uv: uv1}	{us: usx, uv: uv2}	v1	s2	s1_v1	s1_v2	target_sx_v2	complex_d	v1	s2	s1	v2	3	1	2	4	distractor1	distractor2	competitor	target	target	competitor	target	distractor	1124	v2	50	filler	{us: us1, uv: uv2}	7	7.02464903045364	2	3	unambiguous	target
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us2, uv: uv2}	v1	s1	target_s2_v2	s1_v1	s1_vx	simple_d	s1	s2	v1	v2	2	3	1	4	distractor2	competitor	distractor1	target	competitor	distractor	target	competitor	1565	v2	51	filler	{us: us1, uv: uv1}	7	7.35564110297425	2	3	ambiguous	competitor
23	male	english	2.1346	s2	{us: us1, uv: uvx}	{us: us2, uv: uv1}	s1	v1	target_sx_v2	s2_v1	s1_vx	unambiguous	v2	s2	s1	v1	2	3	4	1	target	competitor	distractor1	distractor2	competitor	target	distractor	competitor	3513	v2	52	filler	{us: usx, uv: uv2}	7	8.16422565226583	2	3	unambiguous	competitor
23	male	english	2.1346	v1	{us: us1, uv: uv2}	{us: usx, uv: uv1}	v2	s2	s1_v2	target_s1_v1	sx_v1	complex	s2	v1	v2	s1	2	3	1	4	distractor2	competitor	distractor1	target	target	competitor	target	distractor	1143	s1	53	target	{us: us1, uv: uv1}	7	7.04141166379481	2	3	complex	target
23	male	english	2.1346	s2	{us: usx, uv: uv1}	{us: us1, uv: uv2}	s1	v2	s2_v1	s1_v2	target_sx_v1	simple_c	v1	s2	v2	s1	2	4	3	1	target	competitor	distractor2	distractor1	target	target	distractor	competitor	1409	v1	54	filler	{us: us2, uv: uv1}	7	7.25063551189868	2	3	unambiguous	target
23	male	english	2.1346	v1	{us: us2, uv: uvx}	{us: us1, uv: uvx}	s2	s1	s1_vx	s2_vx	target_sx_v2	unambiguous	v1	s1	v2	s2	1	4	2	3	competitor	distractor2	target	distractor1	target	distractor	competitor	target	1484	v2	55	filler	{us: usx, uv: uv2}	7	7.30249642372733	2	3	unambiguous	target
23	male	english	2.1346	v2	{us: us2, uv: uvx}	{us: us1, uv: uv1}	v1	s1	s2_v2	target_s2_vx	s1_v1	simple_c	s2	v1	v2	s1	3	2	4	1	target	distractor1	competitor	distractor2	target	target	competitor	distractor	1163	s2	56	filler	{us: us2, uv: uv2}	7	7.05875815251866	2	3	unambiguous	target
23	male	english	2.1346	s1	{us: us1, uv: uv2}	{us: us2, uv: uv2}	s2	v2	target_sx_v1	s2_v2	s1_v2	unambiguous	s1	v1	s2	v2	1	3	4	2	competitor	target	distractor1	distractor2	target	target	distractor	competitor	1906	v1	57	filler	{us: usx, uv: uv1}	7	7.55276208421415	2	3	unambiguous	target
23	male	english	2.1346	s2	{us: us1, uv: uv1}	{us: usx, uv: uv1}	s1	v1	target_s2_v2	s1_v1	sx_v1	ambiguous	v1	s2	s1	v2	2	3	1	4	distractor2	competitor	distractor1	target	competitor	target	competitor	distractor	7095	v2	58	filler	{us: us2, uv: uv2}	7	8.86714558959414	2	3	ambiguous	competitor
23	male	english	2.1346	s1	{us: us2, uv: uv2}	{us: us1, uv: uvx}	s2	v1	s2_v2	target_s1_v2	s1_vx	complex	s1	v1	s2	v2	1	3	2	4	competitor	distractor2	distractor1	target	competitor	competitor	target	distractor	2043	v2	59	target	{us: us1, uv: uv2}	7	7.62217459481762	2	3	complex	competitor
